     #Energy      5&8_py
   -13.11293     0.00000
   -13.10093     0.00000
   -13.08993     0.00000
   -13.07893     0.00000
   -13.06793     0.00000
   -13.05693     0.00000
   -13.04593     0.00000
   -13.03493     0.00000
   -13.02293     0.00000
   -13.01193     0.00000
   -13.00093     0.00000
   -12.98993     0.00000
   -12.97893     0.00000
   -12.96793     0.00000
   -12.95593     0.00000
   -12.94493     0.00000
   -12.93393     0.00000
   -12.92293     0.00000
   -12.91193     0.00000
   -12.90093     0.00000
   -12.88993     0.00000
   -12.87793     0.00000
   -12.86693     0.00000
   -12.85593     0.00000
   -12.84493     0.00000
   -12.83393     0.00000
   -12.82293     0.00000
   -12.81093     0.00000
   -12.79993     0.00000
   -12.78893     0.00000
   -12.77793     0.00000
   -12.76693     0.00000
   -12.75593     0.00000
   -12.74393     0.00000
   -12.73293     0.00000
   -12.72193     0.00000
   -12.71093     0.00000
   -12.69993     0.00000
   -12.68893     0.00000
   -12.67793     0.00000
   -12.66593     0.00000
   -12.65493     0.00000
   -12.64393     0.00000
   -12.63293     0.00000
   -12.62193     0.00000
   -12.61093     0.00000
   -12.59893     0.00000
   -12.58793     0.00000
   -12.57693     0.00000
   -12.56593     0.00000
   -12.55493     0.00000
   -12.54393     0.00000
   -12.53293     0.00000
   -12.52093     0.00000
   -12.50993     0.00000
   -12.49893     0.00000
   -12.48793     0.00000
   -12.47693     0.00000
   -12.46593     0.00000
   -12.45393     0.00000
   -12.44293     0.00000
   -12.43193     0.00000
   -12.42093     0.00000
   -12.40993     0.00000
   -12.39893     0.00000
   -12.38793     0.00000
   -12.37593     0.00000
   -12.36493     0.00000
   -12.35393     0.00000
   -12.34293     0.00000
   -12.33193     0.00000
   -12.32093     0.00000
   -12.30893     0.00000
   -12.29793     0.00000
   -12.28693     0.00000
   -12.27593     0.00000
   -12.26493     0.00000
   -12.25393     0.00000
   -12.24193     0.00000
   -12.23093     0.00000
   -12.21993     0.00000
   -12.20893     0.00000
   -12.19793     0.00000
   -12.18693     0.00000
   -12.17593     0.00000
   -12.16393     0.00000
   -12.15293     0.00000
   -12.14193     0.00000
   -12.13093     0.00000
   -12.11993     0.00000
   -12.10893     0.00000
   -12.09693     0.00000
   -12.08593     0.00001
   -12.07493     0.00001
   -12.06393     0.00002
   -12.05293     0.00002
   -12.04193     0.00002
   -12.03093     0.00003
   -12.01893     0.00002
   -12.00793     0.00002
   -11.99693     0.00002
   -11.98593     0.00001
   -11.97493     0.00001
   -11.96393     0.00000
   -11.95193     0.00000
   -11.94093     0.00000
   -11.92993     0.00000
   -11.91893     0.00000
   -11.90793     0.00000
   -11.89693     0.00000
   -11.88493     0.00000
   -11.87393     0.00000
   -11.86293     0.00001
   -11.85193     0.00001
   -11.84093     0.00002
   -11.82993     0.00003
   -11.81893     0.00004
   -11.80693     0.00004
   -11.79593     0.00005
   -11.78493     0.00005
   -11.77393     0.00004
   -11.76293     0.00003
   -11.75193     0.00003
   -11.73993     0.00002
   -11.72893     0.00001
   -11.71793     0.00001
   -11.70693     0.00000
   -11.69593     0.00000
   -11.68493     0.00000
   -11.67393     0.00000
   -11.66193     0.00000
   -11.65093     0.00000
   -11.63993     0.00000
   -11.62893     0.00000
   -11.61793     0.00000
   -11.60693     0.00000
   -11.59493     0.00000
   -11.58393     0.00000
   -11.57293     0.00000
   -11.56193     0.00000
   -11.55093     0.00000
   -11.53993     0.00000
   -11.52793     0.00000
   -11.51693     0.00000
   -11.50593     0.00000
   -11.49493     0.00001
   -11.48393     0.00001
   -11.47293     0.00003
   -11.46193     0.00006
   -11.44993     0.00010
   -11.43893     0.00017
   -11.42793     0.00025
   -11.41693     0.00034
   -11.40593     0.00042
   -11.39493     0.00047
   -11.38293     0.00047
   -11.37193     0.00044
   -11.36093     0.00037
   -11.34993     0.00029
   -11.33893     0.00022
   -11.32793     0.00016
   -11.31693     0.00013
   -11.30493     0.00011
   -11.29393     0.00010
   -11.28293     0.00010
   -11.27193     0.00010
   -11.26093     0.00012
   -11.24993     0.00016
   -11.23793     0.00023
   -11.22693     0.00034
   -11.21593     0.00048
   -11.20493     0.00064
   -11.19393     0.00077
   -11.18293     0.00085
   -11.17193     0.00086
   -11.15993     0.00079
   -11.14893     0.00067
   -11.13793     0.00054
   -11.12693     0.00042
   -11.11593     0.00032
   -11.10493     0.00026
   -11.09293     0.00021
   -11.08193     0.00018
   -11.07093     0.00014
   -11.05993     0.00011
   -11.04893     0.00008
   -11.03793     0.00005
   -11.02593     0.00003
   -11.01493     0.00002
   -11.00393     0.00001
   -10.99293     0.00000
   -10.98193     0.00000
   -10.97093     0.00000
   -10.95993     0.00000
   -10.94793     0.00000
   -10.93693     0.00000
   -10.92593     0.00000
   -10.91493     0.00000
   -10.90393     0.00000
   -10.89293     0.00000
   -10.88093     0.00000
   -10.86993     0.00000
   -10.85893     0.00000
   -10.84793     0.00000
   -10.83693     0.00001
   -10.82593     0.00003
   -10.81493     0.00007
   -10.80293     0.00016
   -10.79193     0.00032
   -10.78093     0.00058
   -10.76993     0.00096
   -10.75893     0.00146
   -10.74793     0.00200
   -10.73593     0.00251
   -10.72493     0.00288
   -10.71393     0.00300
   -10.70293     0.00287
   -10.69193     0.00252
   -10.68093     0.00206
   -10.66893     0.00163
   -10.65793     0.00136
   -10.64693     0.00133
   -10.63593     0.00158
   -10.62493     0.00209
   -10.61393     0.00278
   -10.60293     0.00353
   -10.59093     0.00420
   -10.57993     0.00465
   -10.56893     0.00478
   -10.55793     0.00458
   -10.54693     0.00407
   -10.53593     0.00336
   -10.52393     0.00257
   -10.51293     0.00183
   -10.50193     0.00120
   -10.49093     0.00073
   -10.47993     0.00041
   -10.46893     0.00021
   -10.45793     0.00010
   -10.44593     0.00004
   -10.43493     0.00002
   -10.42393     0.00001
   -10.41293     0.00000
   -10.40193     0.00000
   -10.39093     0.00000
   -10.37893     0.00000
   -10.36793     0.00000
   -10.35693     0.00000
   -10.34593     0.00000
   -10.33493     0.00000
   -10.32393     0.00000
   -10.31293     0.00000
   -10.30093     0.00000
   -10.28993     0.00000
   -10.27893     0.00001
   -10.26793     0.00003
   -10.25693     0.00009
   -10.24593     0.00023
   -10.23393     0.00052
   -10.22293     0.00107
   -10.21193     0.00202
   -10.20093     0.00347
   -10.18993     0.00545
   -10.17893     0.00779
   -10.16693     0.01018
   -10.15593     0.01216
   -10.14493     0.01331
   -10.13393     0.01336
   -10.12293     0.01235
   -10.11193     0.01057
   -10.10093     0.00848
   -10.08893     0.00652
   -10.07793     0.00501
   -10.06693     0.00407
   -10.05593     0.00372
   -10.04493     0.00387
   -10.03393     0.00443
   -10.02193     0.00524
   -10.01093     0.00608
    -9.99993     0.00672
    -9.98893     0.00691
    -9.97793     0.00654
    -9.96693     0.00566
    -9.95593     0.00446
    -9.94393     0.00320
    -9.93293     0.00208
    -9.92193     0.00122
    -9.91093     0.00065
    -9.89993     0.00032
    -9.88893     0.00014
    -9.87693     0.00006
    -9.86593     0.00003
    -9.85493     0.00004
    -9.84393     0.00009
    -9.83293     0.00019
    -9.82193     0.00036
    -9.80993     0.00062
    -9.79893     0.00099
    -9.78793     0.00144
    -9.77693     0.00194
    -9.76593     0.00245
    -9.75493     0.00297
    -9.74393     0.00355
    -9.73193     0.00428
    -9.72093     0.00529
    -9.70993     0.00667
    -9.69893     0.00844
    -9.68793     0.01048
    -9.67693     0.01257
    -9.66493     0.01435
    -9.65393     0.01539
    -9.64293     0.01540
    -9.63193     0.01427
    -9.62093     0.01220
    -9.60993     0.00961
    -9.59893     0.00700
    -9.58693     0.00476
    -9.57593     0.00311
    -9.56493     0.00212
    -9.55393     0.00174
    -9.54293     0.00197
    -9.53193     0.00285
    -9.51993     0.00441
    -9.50893     0.00661
    -9.49793     0.00922
    -9.48693     0.01175
    -9.47593     0.01364
    -9.46493     0.01436
    -9.45293     0.01371
    -9.44193     0.01187
    -9.43093     0.00933
    -9.41993     0.00670
    -9.40893     0.00447
    -9.39793     0.00298
    -9.38693     0.00232
    -9.37493     0.00249
    -9.36393     0.00340
    -9.35293     0.00493
    -9.34193     0.00690
    -9.33093     0.00907
    -9.31993     0.01117
    -9.30793     0.01299
    -9.29693     0.01434
    -9.28593     0.01512
    -9.27493     0.01525
    -9.26393     0.01469
    -9.25293     0.01343
    -9.24193     0.01162
    -9.22993     0.00944
    -9.21893     0.00717
    -9.20793     0.00507
    -9.19693     0.00332
    -9.18593     0.00201
    -9.17493     0.00112
    -9.16293     0.00058
    -9.15193     0.00028
    -9.14093     0.00014
    -9.12993     0.00010
    -9.11893     0.00017
    -9.10793     0.00037
    -9.09693     0.00080
    -9.08493     0.00160
    -9.07393     0.00288
    -9.06293     0.00469
    -9.05193     0.00694
    -9.04093     0.00929
    -9.02993     0.01128
    -9.01793     0.01240
    -9.00693     0.01235
    -8.99593     0.01115
    -8.98493     0.00912
    -8.97393     0.00676
    -8.96293     0.00454
    -8.95093     0.00276
    -8.93993     0.00153
    -8.92893     0.00078
    -8.91793     0.00039
    -8.90693     0.00027
    -8.89593     0.00037
    -8.88493     0.00072
    -8.87293     0.00144
    -8.86193     0.00263
    -8.85093     0.00439
    -8.83993     0.00662
    -8.82893     0.00906
    -8.81793     0.01123
    -8.80593     0.01261
    -8.79493     0.01283
    -8.78393     0.01182
    -8.77293     0.00987
    -8.76193     0.00747
    -8.75093     0.00513
    -8.73993     0.00322
    -8.72793     0.00188
    -8.71693     0.00109
    -8.70593     0.00075
    -8.69493     0.00073
    -8.68393     0.00089
    -8.67293     0.00115
    -8.66093     0.00139
    -8.64993     0.00155
    -8.63893     0.00156
    -8.62793     0.00143
    -8.61693     0.00119
    -8.60593     0.00090
    -8.59393     0.00062
    -8.58293     0.00039
    -8.57193     0.00023
    -8.56093     0.00013
    -8.54993     0.00011
    -8.53893     0.00015
    -8.52793     0.00030
    -8.51593     0.00060
    -8.50493     0.00113
    -8.49393     0.00192
    -8.48293     0.00296
    -8.47193     0.00414
    -8.46093     0.00524
    -8.44893     0.00602
    -8.43793     0.00628
    -8.42693     0.00598
    -8.41593     0.00528
    -8.40493     0.00450
    -8.39393     0.00403
    -8.38293     0.00426
    -8.37093     0.00541
    -8.35993     0.00750
    -8.34893     0.01023
    -8.33793     0.01305
    -8.32693     0.01524
    -8.31593     0.01619
    -8.30393     0.01561
    -8.29293     0.01369
    -8.28193     0.01096
    -8.27093     0.00812
    -8.25993     0.00573
    -8.24893     0.00410
    -8.23793     0.00324
    -8.22593     0.00295
    -8.21493     0.00292
    -8.20393     0.00291
    -8.19293     0.00275
    -8.18193     0.00239
    -8.17093     0.00190
    -8.15893     0.00137
    -8.14793     0.00090
    -8.13693     0.00053
    -8.12593     0.00029
    -8.11493     0.00014
    -8.10393     0.00006
    -8.09193     0.00002
    -8.08093     0.00001
    -8.06993     0.00000
    -8.05893     0.00000
    -8.04793     0.00000
    -8.03693     0.00000
    -8.02593     0.00000
    -8.01393     0.00000
    -8.00293     0.00001
    -7.99193     0.00004
    -7.98093     0.00012
    -7.96993     0.00033
    -7.95893     0.00080
    -7.94693     0.00176
    -7.93593     0.00349
    -7.92493     0.00632
    -7.91393     0.01037
    -7.90293     0.01550
    -7.89193     0.02112
    -7.88093     0.02628
    -7.86893     0.03000
    -7.85793     0.03154
    -7.84693     0.03068
    -7.83593     0.02778
    -7.82493     0.02354
    -7.81393     0.01881
    -7.80193     0.01429
    -7.79093     0.01054
    -7.77993     0.00789
    -7.76893     0.00646
    -7.75793     0.00616
    -7.74693     0.00667
    -7.73493     0.00754
    -7.72393     0.00825
    -7.71293     0.00841
    -7.70193     0.00785
    -7.69093     0.00667
    -7.67993     0.00514
    -7.66893     0.00359
    -7.65693     0.00228
    -7.64593     0.00131
    -7.63493     0.00068
    -7.62393     0.00032
    -7.61293     0.00015
    -7.60193     0.00008
    -7.58993     0.00008
    -7.57893     0.00012
    -7.56793     0.00020
    -7.55693     0.00033
    -7.54593     0.00051
    -7.53493     0.00071
    -7.52393     0.00093
    -7.51193     0.00112
    -7.50093     0.00126
    -7.48993     0.00134
    -7.47893     0.00134
    -7.46793     0.00129
    -7.45693     0.00119
    -7.44493     0.00105
    -7.43393     0.00090
    -7.42293     0.00074
    -7.41193     0.00061
    -7.40093     0.00051
    -7.38993     0.00046
    -7.37893     0.00046
    -7.36693     0.00050
    -7.35593     0.00057
    -7.34493     0.00063
    -7.33393     0.00067
    -7.32293     0.00069
    -7.31193     0.00066
    -7.29993     0.00060
    -7.28893     0.00051
    -7.27793     0.00041
    -7.26693     0.00031
    -7.25593     0.00025
    -7.24493     0.00026
    -7.23293     0.00034
    -7.22193     0.00054
    -7.21093     0.00087
    -7.19993     0.00130
    -7.18893     0.00180
    -7.17793     0.00227
    -7.16693     0.00262
    -7.15493     0.00277
    -7.14393     0.00270
    -7.13293     0.00249
    -7.12193     0.00230
    -7.11093     0.00230
    -7.09993     0.00268
    -7.08793     0.00356
    -7.07693     0.00492
    -7.06593     0.00659
    -7.05493     0.00822
    -7.04393     0.00942
    -7.03293     0.00984
    -7.02193     0.00937
    -7.00993     0.00814
    -6.99893     0.00649
    -6.98793     0.00478
    -6.97693     0.00329
    -6.96593     0.00215
    -6.95493     0.00137
    -6.94293     0.00086
    -6.93193     0.00056
    -6.92093     0.00040
    -6.90993     0.00037
    -6.89893     0.00047
    -6.88793     0.00072
    -6.87593     0.00113
    -6.86493     0.00168
    -6.85393     0.00231
    -6.84293     0.00290
    -6.83193     0.00335
    -6.82093     0.00355
    -6.80993     0.00348
    -6.79793     0.00317
    -6.78693     0.00271
    -6.77593     0.00219
    -6.76493     0.00171
    -6.75393     0.00134
    -6.74293     0.00108
    -6.73093     0.00095
    -6.71993     0.00090
    -6.70893     0.00087
    -6.69793     0.00083
    -6.68693     0.00075
    -6.67593     0.00063
    -6.66493     0.00051
    -6.65293     0.00045
    -6.64193     0.00054
    -6.63093     0.00095
    -6.61993     0.00198
    -6.60893     0.00409
    -6.59793     0.00786
    -6.58593     0.01386
    -6.57493     0.02230
    -6.56393     0.03268
    -6.55293     0.04356
    -6.54193     0.05276
    -6.53093     0.05807
    -6.51893     0.05804
    -6.50793     0.05271
    -6.49693     0.04356
    -6.48593     0.03294
    -6.47493     0.02306
    -6.46393     0.01537
    -6.45293     0.01035
    -6.44093     0.00767
    -6.42993     0.00672
    -6.41893     0.00700
    -6.40793     0.00831
    -6.39693     0.01074
    -6.38593     0.01444
    -6.37393     0.01940
    -6.36293     0.02536
    -6.35193     0.03192
    -6.34093     0.03886
    -6.32993     0.04634
    -6.31893     0.05462
    -6.30793     0.06366
    -6.29593     0.07240
    -6.28493     0.07884
    -6.27393     0.08074
    -6.26293     0.07666
    -6.25193     0.06688
    -6.24093     0.05330
    -6.22893     0.03868
    -6.21793     0.02552
    -6.20693     0.01528
    -6.19593     0.00830
    -6.18493     0.00409
    -6.17393     0.00183
    -6.16293     0.00075
    -6.15093     0.00028
    -6.13993     0.00009
    -6.12893     0.00003
    -6.11793     0.00001
    -6.10693     0.00000
    -6.09593     0.00000
    -6.08393     0.00001
    -6.07293     0.00001
    -6.06193     0.00003
    -6.05093     0.00006
    -6.03993     0.00013
    -6.02893     0.00024
    -6.01693     0.00044
    -6.00593     0.00080
    -5.99493     0.00140
    -5.98393     0.00235
    -5.97293     0.00374
    -5.96193     0.00562
    -5.95093     0.00793
    -5.93893     0.01043
    -5.92793     0.01278
    -5.91693     0.01452
    -5.90593     0.01526
    -5.89493     0.01481
    -5.88393     0.01323
    -5.87193     0.01087
    -5.86093     0.00819
    -5.84993     0.00566
    -5.83893     0.00357
    -5.82793     0.00206
    -5.81693     0.00109
    -5.80593     0.00052
    -5.79393     0.00023
    -5.78293     0.00009
    -5.77193     0.00003
    -5.76093     0.00001
    -5.74993     0.00000
    -5.73893     0.00000
    -5.72693     0.00000
    -5.71593     0.00001
    -5.70493     0.00003
    -5.69393     0.00008
    -5.68293     0.00024
    -5.67193     0.00064
    -5.65993     0.00156
    -5.64893     0.00344
    -5.63793     0.00694
    -5.62693     0.01274
    -5.61593     0.02132
    -5.60493     0.03248
    -5.59393     0.04506
    -5.58193     0.05692
    -5.57093     0.06542
    -5.55993     0.06840
    -5.54893     0.06504
    -5.53793     0.05624
    -5.52693     0.04418
    -5.51493     0.03154
    -5.50393     0.02045
    -5.49293     0.01204
    -5.48193     0.00643
    -5.47093     0.00312
    -5.45993     0.00138
    -5.44893     0.00058
    -5.43693     0.00029
    -5.42593     0.00029
    -5.41493     0.00053
    -5.40393     0.00106
    -5.39293     0.00196
    -5.38193     0.00331
    -5.36993     0.00506
    -5.35893     0.00700
    -5.34793     0.00879
    -5.33693     0.00999
    -5.32593     0.01029
    -5.31493     0.00962
    -5.30393     0.00818
    -5.29193     0.00641
    -5.28093     0.00478
    -5.26993     0.00371
    -5.25893     0.00348
    -5.24793     0.00418
    -5.23693     0.00573
    -5.22493     0.00786
    -5.21393     0.01010
    -5.20293     0.01198
    -5.19193     0.01312
    -5.18093     0.01351
    -5.16993     0.01360
    -5.15793     0.01417
    -5.14693     0.01599
    -5.13593     0.01945
    -5.12493     0.02422
    -5.11393     0.02923
    -5.10293     0.03302
    -5.09193     0.03428
    -5.07993     0.03245
    -5.06893     0.02791
    -5.05793     0.02178
    -5.04693     0.01540
    -5.03593     0.00987
    -5.02493     0.00574
    -5.01293     0.00302
    -5.00193     0.00144
    -4.99093     0.00062
    -4.97993     0.00024
    -4.96893     0.00009
    -4.95793     0.00003
    -4.94693     0.00001
    -4.93493     0.00000
    -4.92393     0.00000
    -4.91293     0.00000
    -4.90193     0.00000
    -4.89093     0.00000
    -4.87993     0.00000
    -4.86793     0.00000
    -4.85693     0.00000
    -4.84593     0.00001
    -4.83493     0.00002
    -4.82393     0.00006
    -4.81293     0.00018
    -4.80093     0.00046
    -4.78993     0.00111
    -4.77893     0.00241
    -4.76793     0.00475
    -4.75693     0.00846
    -4.74593     0.01365
    -4.73493     0.01997
    -4.72293     0.02646
    -4.71193     0.03177
    -4.70093     0.03456
    -4.68993     0.03405
    -4.67893     0.03040
    -4.66793     0.02459
    -4.65593     0.01802
    -4.64493     0.01196
    -4.63393     0.00720
    -4.62293     0.00393
    -4.61193     0.00196
    -4.60093     0.00093
    -4.58993     0.00052
    -4.57793     0.00052
    -4.56693     0.00085
    -4.55593     0.00153
    -4.54493     0.00258
    -4.53393     0.00396
    -4.52293     0.00551
    -4.51093     0.00696
    -4.49993     0.00796
    -4.48893     0.00825
    -4.47793     0.00776
    -4.46693     0.00663
    -4.45593     0.00520
    -4.44393     0.00387
    -4.43293     0.00300
    -4.42193     0.00286
    -4.41093     0.00364
    -4.39993     0.00541
    -4.38893     0.00809
    -4.37793     0.01136
    -4.36593     0.01469
    -4.35493     0.01745
    -4.34393     0.01908
    -4.33293     0.01929
    -4.32193     0.01812
    -4.31093     0.01591
    -4.29893     0.01311
    -4.28793     0.01016
    -4.27693     0.00741
    -4.26593     0.00508
    -4.25493     0.00327
    -4.24393     0.00201
    -4.23293     0.00126
    -4.22093     0.00095
    -4.20993     0.00101
    -4.19893     0.00140
    -4.18793     0.00211
    -4.17693     0.00313
    -4.16593     0.00436
    -4.15393     0.00567
    -4.14293     0.00679
    -4.13193     0.00747
    -4.12093     0.00751
    -4.10993     0.00688
    -4.09893     0.00574
    -4.08793     0.00435
    -4.07593     0.00300
    -4.06493     0.00187
    -4.05393     0.00106
    -4.04293     0.00054
    -4.03193     0.00025
    -4.02093     0.00011
    -4.00893     0.00004
    -3.99793     0.00001
    -3.98693     0.00000
    -3.97593     0.00000
    -3.96493     0.00000
    -3.95393     0.00000
    -3.94193     0.00001
    -3.93093     0.00004
    -3.91993     0.00010
    -3.90893     0.00022
    -3.89793     0.00045
    -3.88693     0.00084
    -3.87593     0.00143
    -3.86393     0.00222
    -3.85293     0.00315
    -3.84193     0.00415
    -3.83093     0.00515
    -3.81993     0.00625
    -3.80893     0.00766
    -3.79693     0.00975
    -3.78593     0.01280
    -3.77493     0.01679
    -3.76393     0.02126
    -3.75293     0.02536
    -3.74193     0.02812
    -3.73093     0.02884
    -3.71893     0.02734
    -3.70793     0.02404
    -3.69693     0.01965
    -3.68593     0.01504
    -3.67493     0.01084
    -3.66393     0.00744
    -3.65193     0.00501
    -3.64093     0.00362
    -3.62993     0.00338
    -3.61893     0.00445
    -3.60793     0.00703
    -3.59693     0.01117
    -3.58493     0.01661
    -3.57393     0.02260
    -3.56293     0.02794
    -3.55193     0.03132
    -3.54093     0.03188
    -3.52993     0.02944
    -3.51893     0.02474
    -3.50693     0.01899
    -3.49593     0.01349
    -3.48493     0.00920
    -3.47393     0.00662
    -3.46293     0.00579
    -3.45193     0.00647
    -3.43993     0.00824
    -3.42893     0.01058
    -3.41793     0.01287
    -3.40693     0.01457
    -3.39593     0.01530
    -3.38493     0.01493
    -3.37393     0.01363
    -3.36193     0.01172
    -3.35093     0.00964
    -3.33993     0.00782
    -3.32893     0.00660
    -3.31793     0.00614
    -3.30693     0.00644
    -3.29493     0.00726
    -3.28393     0.00823
    -3.27293     0.00893
    -3.26193     0.00903
    -3.25093     0.00844
    -3.23993     0.00731
    -3.22893     0.00603
    -3.21693     0.00514
    -3.20593     0.00528
    -3.19493     0.00717
    -3.18393     0.01153
    -3.17293     0.01891
    -3.16193     0.02942
    -3.14993     0.04238
    -3.13893     0.05624
    -3.12793     0.06878
    -3.11693     0.07788
    -3.10593     0.08214
    -3.09493     0.08138
    -3.08293     0.07644
    -3.07193     0.06862
    -3.06093     0.05914
    -3.04993     0.04894
    -3.03893     0.03880
    -3.02793     0.02962
    -3.01693     0.02238
    -3.00493     0.01816
    -2.99393     0.01776
    -2.98293     0.02160
    -2.97193     0.02941
    -2.96093     0.04014
    -2.94993     0.05192
    -2.93793     0.06243
    -2.92693     0.06955
    -2.91593     0.07214
    -2.90493     0.07046
    -2.89393     0.06608
    -2.88293     0.06114
    -2.87193     0.05760
    -2.85993     0.05679
    -2.84893     0.05943
    -2.83793     0.06592
    -2.82693     0.07648
    -2.81593     0.09087
    -2.80493     0.10785
    -2.79293     0.12489
    -2.78193     0.13837
    -2.77093     0.14464
    -2.75993     0.14142
    -2.74893     0.12901
    -2.73793     0.11045
    -2.72593     0.09057
    -2.71493     0.07426
    -2.70393     0.06485
    -2.69293     0.06325
    -2.68193     0.06818
    -2.67093     0.07693
    -2.65993     0.08663
    -2.64793     0.09532
    -2.63693     0.10265
    -2.62593     0.10990
    -2.61493     0.11892
    -2.60393     0.13053
    -2.59293     0.14328
    -2.58093     0.15336
    -2.56993     0.15619
    -2.55893     0.14870
    -2.54793     0.13100
    -2.53693     0.10642
    -2.52593     0.08000
    -2.51493     0.05626
    -2.50293     0.03788
    -2.49193     0.02527
    -2.48093     0.01736
    -2.46993     0.01262
    -2.45893     0.00980
    -2.44793     0.00825
    -2.43593     0.00794
    -2.42493     0.00923
    -2.41393     0.01289
    -2.40293     0.01995
    -2.39193     0.03152
    -2.38093     0.04822
    -2.36993     0.06941
    -2.35793     0.09268
    -2.34693     0.11398
    -2.33593     0.12886
    -2.32493     0.13430
    -2.31393     0.13011
    -2.30293     0.11909
    -2.29093     0.10587
    -2.27993     0.09523
    -2.26893     0.09089
    -2.25793     0.09535
    -2.24693     0.11005
    -2.23593     0.13545
    -2.22393     0.17028
    -2.21293     0.21060
    -2.20193     0.24960
    -2.19093     0.27900
    -2.17993     0.29200
    -2.16893     0.28640
    -2.15793     0.26560
    -2.14593     0.23730
    -2.13493     0.21070
    -2.12393     0.19259
    -2.11293     0.18525
    -2.10193     0.18652
    -2.09093     0.19145
    -2.07893     0.19478
    -2.06793     0.19272
    -2.05693     0.18384
    -2.04593     0.16908
    -2.03493     0.15149
    -2.02393     0.13577
    -2.01293     0.12738
    -2.00093     0.13099
    -1.98993     0.14842
    -1.97893     0.17702
    -1.96793     0.20960
    -1.95693     0.23660
    -1.94593     0.24960
    -1.93393     0.24500
    -1.92293     0.22540
    -1.91193     0.19897
    -1.90093     0.17479
    -1.88993     0.16000
    -1.87893     0.15662
    -1.86693     0.16142
    -1.85593     0.16790
    -1.84493     0.16952
    -1.83393     0.16259
    -1.82293     0.14735
    -1.81193     0.12719
    -1.80093     0.10667
    -1.78893     0.08965
    -1.77793     0.07833
    -1.76693     0.07307
    -1.75593     0.07286
    -1.74493     0.07576
    -1.73393     0.07939
    -1.72193     0.08158
    -1.71093     0.08092
    -1.69993     0.07742
    -1.68893     0.07262
    -1.67793     0.06934
    -1.66693     0.07066
    -1.65593     0.07888
    -1.64393     0.09438
    -1.63293     0.11516
    -1.62193     0.13706
    -1.61093     0.15486
    -1.59993     0.16375
    -1.58893     0.16088
    -1.57693     0.14641
    -1.56593     0.12361
    -1.55493     0.09778
    -1.54393     0.07462
    -1.53293     0.05856
    -1.52193     0.05166
    -1.50993     0.05335
    -1.49893     0.06078
    -1.48793     0.06989
    -1.47693     0.07666
    -1.46593     0.07841
    -1.45493     0.07467
    -1.44393     0.06728
    -1.43193     0.05974
    -1.42093     0.05610
    -1.40993     0.05990
    -1.39893     0.07329
    -1.38793     0.09665
    -1.37693     0.12848
    -1.36493     0.16580
    -1.35393     0.20480
    -1.34293     0.24160
    -1.33193     0.27280
    -1.32093     0.29540
    -1.30993     0.30720
    -1.29893     0.30700
    -1.28693     0.29480
    -1.27593     0.27180
    -1.26493     0.24060
    -1.25393     0.20480
    -1.24293     0.16877
    -1.23193     0.13600
    -1.21993     0.10872
    -1.20893     0.08730
    -1.19793     0.07055
    -1.18693     0.05672
    -1.17593     0.04438
    -1.16493     0.03308
    -1.15393     0.02305
    -1.14193     0.01485
    -1.13093     0.00880
    -1.11993     0.00483
    -1.10893     0.00260
    -1.09793     0.00169
    -1.08693     0.00185
    -1.07493     0.00307
    -1.06393     0.00574
    -1.05293     0.01075
    -1.04193     0.01985
    -1.03093     0.03592
    -1.01993     0.06298
    -1.00793     0.10528
    -0.99693     0.16523
    -0.98593     0.24040
    -0.97493     0.32190
    -0.96393     0.39440
    -0.95293     0.44080
    -0.94193     0.44880
    -0.92993     0.41620
    -0.91893     0.35180
    -0.90793     0.27200
    -0.89693     0.19451
    -0.88593     0.13293
    -0.87493     0.09417
    -0.86293     0.07874
    -0.85193     0.08256
    -0.84093     0.09874
    -0.82993     0.11903
    -0.81893     0.13539
    -0.80793     0.14173
    -0.79693     0.13547
    -0.78493     0.11798
    -0.77393     0.09364
    -0.76293     0.06786
    -0.75193     0.04506
    -0.74093     0.02770
    -0.72993     0.01631
    -0.71793     0.01036
    -0.70693     0.00910
    -0.69593     0.01220
    -0.68493     0.01977
    -0.67393     0.03203
    -0.66293     0.04879
    -0.65093     0.06905
    -0.63993     0.09075
    -0.62893     0.11114
    -0.61793     0.12722
    -0.60693     0.13634
    -0.59593     0.13674
    -0.58493     0.12809
    -0.57293     0.11167
    -0.56193     0.09023
    -0.55093     0.06732
    -0.53993     0.04629
    -0.52893     0.02956
    -0.51793     0.01828
    -0.50593     0.01278
    -0.49493     0.01318
    -0.48393     0.01997
    -0.47293     0.03413
    -0.46193     0.05662
    -0.45093     0.08763
    -0.43993     0.12592
    -0.42793     0.16846
    -0.41693     0.21080
    -0.40593     0.24760
    -0.39493     0.27380
    -0.38393     0.28630
    -0.37293     0.28520
    -0.36093     0.27590
    -0.34993     0.26900
    -0.33893     0.27870
    -0.32793     0.31800
    -0.31693     0.39300
    -0.30593     0.49860
    -0.29493     0.61750
    -0.28293     0.72250
    -0.27193     0.78600
    -0.26093     0.78860
    -0.24993     0.72700
    -0.23893     0.61490
    -0.22793     0.47740
    -0.21593     0.34130
    -0.20493     0.22720
    -0.19393     0.14512
    -0.18293     0.09610
    -0.17193     0.07619
    -0.16093     0.07985
    -0.14893     0.10147
    -0.13793     0.13497
    -0.12693     0.17347
