     #Energy       5&8_s
   -23.04093     0.00000
   -23.02993     0.00000
   -23.01893     0.00000
   -23.00793     0.00000
   -22.99693     0.00000
   -22.98593     0.00000
   -22.97393     0.00000
   -22.96293     0.00000
   -22.95193     0.00000
   -22.94093     0.00000
   -22.92993     0.00000
   -22.91893     0.00000
   -22.90793     0.00000
   -22.89593     0.00000
   -22.88493     0.00000
   -22.87393     0.00000
   -22.86293     0.00000
   -22.85193     0.00000
   -22.84093     0.00000
   -22.82893     0.00000
   -22.81793     0.00000
   -22.80693     0.00000
   -22.79593     0.00000
   -22.78493     0.00000
   -22.77393     0.00000
   -22.76193     0.00000
   -22.75093     0.00000
   -22.73993     0.00000
   -22.72893     0.00000
   -22.71793     0.00000
   -22.70693     0.00000
   -22.69593     0.00000
   -22.68393     0.00000
   -22.67293     0.00000
   -22.66193     0.00000
   -22.65093     0.00000
   -22.63993     0.00000
   -22.62893     0.00000
   -22.61693     0.00000
   -22.60593     0.00000
   -22.59493     0.00000
   -22.58393     0.00000
   -22.57293     0.00000
   -22.56193     0.00000
   -22.55093     0.00000
   -22.53893     0.00000
   -22.52793     0.00000
   -22.51693     0.00000
   -22.50593     0.00000
   -22.49493     0.00000
   -22.48393     0.00000
   -22.47193     0.00000
   -22.46093     0.00000
   -22.44993     0.00000
   -22.43893     0.00000
   -22.42793     0.00000
   -22.41693     0.00000
   -22.40593     0.00000
   -22.39393     0.00000
   -22.38293     0.00000
   -22.37193     0.00000
   -22.36093     0.00000
   -22.34993     0.00000
   -22.33893     0.00000
   -22.32693     0.00000
   -22.31593     0.00000
   -22.30493     0.00000
   -22.29393     0.00000
   -22.28293     0.00000
   -22.27193     0.00000
   -22.25993     0.00000
   -22.24893     0.00000
   -22.23793     0.00000
   -22.22693     0.00000
   -22.21593     0.00000
   -22.20493     0.00000
   -22.19393     0.00000
   -22.18193     0.00000
   -22.17093     0.00000
   -22.15993     0.00000
   -22.14893     0.00000
   -22.13793     0.00000
   -22.12693     0.00000
   -22.11493     0.00000
   -22.10393     0.00000
   -22.09293     0.00000
   -22.08193     0.00000
   -22.07093     0.00000
   -22.05993     0.00000
   -22.04893     0.00000
   -22.03693     0.00000
   -22.02593     0.00000
   -22.01493     0.00000
   -22.00393     0.00000
   -21.99293     0.00000
   -21.98193     0.00000
   -21.96993     0.00000
   -21.95893     0.00000
   -21.94793     0.00000
   -21.93693     0.00000
   -21.92593     0.00000
   -21.91493     0.00000
   -21.90293     0.00000
   -21.89193     0.00000
   -21.88093     0.00000
   -21.86993     0.00000
   -21.85893     0.00000
   -21.84793     0.00000
   -21.83693     0.00000
   -21.82493     0.00000
   -21.81393     0.00000
   -21.80293     0.00000
   -21.79193     0.00000
   -21.78093     0.00000
   -21.76993     0.00000
   -21.75793     0.00000
   -21.74693     0.00000
   -21.73593     0.00000
   -21.72493     0.00000
   -21.71393     0.00000
   -21.70293     0.00000
   -21.69193     0.00000
   -21.67993     0.00000
   -21.66893     0.00000
   -21.65793     0.00000
   -21.64693     0.00000
   -21.63593     0.00000
   -21.62493     0.00000
   -21.61293     0.00000
   -21.60193     0.00000
   -21.59093     0.00000
   -21.57993     0.00000
   -21.56893     0.00000
   -21.55793     0.00000
   -21.54593     0.00000
   -21.53493     0.00000
   -21.52393     0.00000
   -21.51293     0.00000
   -21.50193     0.00000
   -21.49093     0.00000
   -21.47993     0.00000
   -21.46793     0.00000
   -21.45693     0.00000
   -21.44593     0.00000
   -21.43493     0.00000
   -21.42393     0.00000
   -21.41293     0.00000
   -21.40093     0.00000
   -21.38993     0.00000
   -21.37893     0.00000
   -21.36793     0.00000
   -21.35693     0.00000
   -21.34593     0.00000
   -21.33493     0.00000
   -21.32293     0.00000
   -21.31193     0.00000
   -21.30093     0.00000
   -21.28993     0.00000
   -21.27893     0.00000
   -21.26793     0.00000
   -21.25593     0.00000
   -21.24493     0.00000
   -21.23393     0.00000
   -21.22293     0.00000
   -21.21193     0.00000
   -21.20093     0.00000
   -21.18993     0.00000
   -21.17793     0.00000
   -21.16693     0.00000
   -21.15593     0.00000
   -21.14493     0.00000
   -21.13393     0.00000
   -21.12293     0.00000
   -21.11093     0.00000
   -21.09993     0.00000
   -21.08893     0.00000
   -21.07793     0.00000
   -21.06693     0.00000
   -21.05593     0.00000
   -21.04393     0.00000
   -21.03293     0.00000
   -21.02193     0.00000
   -21.01093     0.00000
   -20.99993     0.00000
   -20.98893     0.00000
   -20.97793     0.00000
   -20.96593     0.00000
   -20.95493     0.00000
   -20.94393     0.00000
   -20.93293     0.00000
   -20.92193     0.00000
   -20.91093     0.00000
   -20.89893     0.00000
   -20.88793     0.00000
   -20.87693     0.00000
   -20.86593     0.00000
   -20.85493     0.00000
   -20.84393     0.00000
   -20.83293     0.00000
   -20.82093     0.00000
   -20.80993     0.00000
   -20.79893     0.00000
   -20.78793     0.00000
   -20.77693     0.00000
   -20.76593     0.00000
   -20.75393     0.00000
   -20.74293     0.00000
   -20.73193     0.00000
   -20.72093     0.00000
   -20.70993     0.00000
   -20.69893     0.00000
   -20.68693     0.00000
   -20.67593     0.00000
   -20.66493     0.00000
   -20.65393     0.00000
   -20.64293     0.00000
   -20.63193     0.00000
   -20.62093     0.00000
   -20.60893     0.00000
   -20.59793     0.00000
   -20.58693     0.00000
   -20.57593     0.00000
   -20.56493     0.00000
   -20.55393     0.00000
   -20.54193     0.00000
   -20.53093     0.00000
   -20.51993     0.00000
   -20.50893     0.00000
   -20.49793     0.00000
   -20.48693     0.00000
   -20.47593     0.00000
   -20.46393     0.00000
   -20.45293     0.00000
   -20.44193     0.00000
   -20.43093     0.00000
   -20.41993     0.00000
   -20.40893     0.00000
   -20.39693     0.00000
   -20.38593     0.00000
   -20.37493     0.00000
   -20.36393     0.00000
   -20.35293     0.00000
   -20.34193     0.00000
   -20.33093     0.00000
   -20.31893     0.00000
   -20.30793     0.00000
   -20.29693     0.00000
   -20.28593     0.00000
   -20.27493     0.00000
   -20.26393     0.00000
   -20.25193     0.00000
   -20.24093     0.00000
   -20.22993     0.00000
   -20.21893     0.00000
   -20.20793     0.00000
   -20.19693     0.00000
   -20.18493     0.00000
   -20.17393     0.00000
   -20.16293     0.00000
   -20.15193     0.00000
   -20.14093     0.00000
   -20.12993     0.00000
   -20.11893     0.00000
   -20.10693     0.00000
   -20.09593     0.00000
   -20.08493     0.00000
   -20.07393     0.00000
   -20.06293     0.00000
   -20.05193     0.00000
   -20.03993     0.00000
   -20.02893     0.00000
   -20.01793     0.00000
   -20.00693     0.00000
   -19.99593     0.00000
   -19.98493     0.00000
   -19.97393     0.00000
   -19.96193     0.00000
   -19.95093     0.00000
   -19.93993     0.00000
   -19.92893     0.00000
   -19.91793     0.00000
   -19.90693     0.00000
   -19.89493     0.00000
   -19.88393     0.00000
   -19.87293     0.00000
   -19.86193     0.00000
   -19.85093     0.00000
   -19.83993     0.00000
   -19.82793     0.00000
   -19.81693     0.00000
   -19.80593     0.00000
   -19.79493     0.00000
   -19.78393     0.00000
   -19.77293     0.00000
   -19.76193     0.00000
   -19.74993     0.00000
   -19.73893     0.00000
   -19.72793     0.00000
   -19.71693     0.00000
   -19.70593     0.00000
   -19.69493     0.00000
   -19.68293     0.00000
   -19.67193     0.00000
   -19.66093     0.00000
   -19.64993     0.00000
   -19.63893     0.00000
   -19.62793     0.00000
   -19.61693     0.00000
   -19.60493     0.00000
   -19.59393     0.00000
   -19.58293     0.00000
   -19.57193     0.00000
   -19.56093     0.00000
   -19.54993     0.00000
   -19.53793     0.00000
   -19.52693     0.00000
   -19.51593     0.00000
   -19.50493     0.00000
   -19.49393     0.00000
   -19.48293     0.00000
   -19.47193     0.00000
   -19.45993     0.00000
   -19.44893     0.00000
   -19.43793     0.00000
   -19.42693     0.00000
   -19.41593     0.00000
   -19.40493     0.00000
   -19.39293     0.00000
   -19.38193     0.00000
   -19.37093     0.00000
   -19.35993     0.00000
   -19.34893     0.00000
   -19.33793     0.00000
   -19.32593     0.00000
   -19.31493     0.00000
   -19.30393     0.00000
   -19.29293     0.00000
   -19.28193     0.00000
   -19.27093     0.00000
   -19.25993     0.00000
   -19.24793     0.00000
   -19.23693     0.00000
   -19.22593     0.00000
   -19.21493     0.00000
   -19.20393     0.00000
   -19.19293     0.00000
   -19.18093     0.00000
   -19.16993     0.00000
   -19.15893     0.00000
   -19.14793     0.00000
   -19.13693     0.00000
   -19.12593     0.00000
   -19.11493     0.00000
   -19.10293     0.00000
   -19.09193     0.00000
   -19.08093     0.00000
   -19.06993     0.00000
   -19.05893     0.00000
   -19.04793     0.00000
   -19.03593     0.00000
   -19.02493     0.00000
   -19.01393     0.00000
   -19.00293     0.00000
   -18.99193     0.00000
   -18.98093     0.00000
   -18.96893     0.00000
   -18.95793     0.00000
   -18.94693     0.00000
   -18.93593     0.00000
   -18.92493     0.00000
   -18.91393     0.00000
   -18.90293     0.00000
   -18.89093     0.00000
   -18.87993     0.00000
   -18.86893     0.00000
   -18.85793     0.00000
   -18.84693     0.00000
   -18.83593     0.00000
   -18.82393     0.00000
   -18.81293     0.00000
   -18.80193     0.00000
   -18.79093     0.00000
   -18.77993     0.00000
   -18.76893     0.00000
   -18.75793     0.00000
   -18.74593     0.00000
   -18.73493     0.00000
   -18.72393     0.00000
   -18.71293     0.00000
   -18.70193     0.00000
   -18.69093     0.00000
   -18.67893     0.00000
   -18.66793     0.00000
   -18.65693     0.00000
   -18.64593     0.00000
   -18.63493     0.00000
   -18.62393     0.00000
   -18.61193     0.00000
   -18.60093     0.00000
   -18.58993     0.00000
   -18.57893     0.00000
   -18.56793     0.00000
   -18.55693     0.00000
   -18.54593     0.00000
   -18.53393     0.00000
   -18.52293     0.00000
   -18.51193     0.00000
   -18.50093     0.00000
   -18.48993     0.00000
   -18.47893     0.00000
   -18.46693     0.00000
   -18.45593     0.00000
   -18.44493     0.00000
   -18.43393     0.00000
   -18.42293     0.00000
   -18.41193     0.00000
   -18.40093     0.00000
   -18.38893     0.00000
   -18.37793     0.00000
   -18.36693     0.00000
   -18.35593     0.00000
   -18.34493     0.00000
   -18.33393     0.00000
   -18.32193     0.00000
   -18.31093     0.00000
   -18.29993     0.00000
   -18.28893     0.00000
   -18.27793     0.00000
   -18.26693     0.00000
   -18.25593     0.00000
   -18.24393     0.00000
   -18.23293     0.00000
   -18.22193     0.00000
   -18.21093     0.00000
   -18.19993     0.00000
   -18.18893     0.00000
   -18.17693     0.00000
   -18.16593     0.00000
   -18.15493     0.00000
   -18.14393     0.00000
   -18.13293     0.00000
   -18.12193     0.00000
   -18.10993     0.00000
   -18.09893     0.00000
   -18.08793     0.00000
   -18.07693     0.00000
   -18.06593     0.00000
   -18.05493     0.00000
   -18.04393     0.00000
   -18.03193     0.00000
   -18.02093     0.00000
   -18.00993     0.00000
   -17.99893     0.00000
   -17.98793     0.00000
   -17.97693     0.00000
   -17.96493     0.00000
   -17.95393     0.00000
   -17.94293     0.00000
   -17.93193     0.00000
   -17.92093     0.00000
   -17.90993     0.00000
   -17.89893     0.00000
   -17.88693     0.00000
   -17.87593     0.00000
   -17.86493     0.00000
   -17.85393     0.00000
   -17.84293     0.00000
   -17.83193     0.00000
   -17.81993     0.00000
   -17.80893     0.00000
   -17.79793     0.00000
   -17.78693     0.00000
   -17.77593     0.00000
   -17.76493     0.00000
   -17.75293     0.00000
   -17.74193     0.00000
   -17.73093     0.00000
   -17.71993     0.00000
   -17.70893     0.00000
   -17.69793     0.00000
   -17.68693     0.00000
   -17.67493     0.00000
   -17.66393     0.00000
   -17.65293     0.00000
   -17.64193     0.00000
   -17.63093     0.00000
   -17.61993     0.00000
   -17.60793     0.00000
   -17.59693     0.00000
   -17.58593     0.00000
   -17.57493     0.00000
   -17.56393     0.00000
   -17.55293     0.00000
   -17.54193     0.00000
   -17.52993     0.00000
   -17.51893     0.00000
   -17.50793     0.00000
   -17.49693     0.00000
   -17.48593     0.00000
   -17.47493     0.00000
   -17.46293     0.00000
   -17.45193     0.00000
   -17.44093     0.00000
   -17.42993     0.00000
   -17.41893     0.00000
   -17.40793     0.00000
   -17.39693     0.00000
   -17.38493     0.00000
   -17.37393     0.00000
   -17.36293     0.00000
   -17.35193     0.00000
   -17.34093     0.00000
   -17.32993     0.00000
   -17.31793     0.00000
   -17.30693     0.00000
   -17.29593     0.00000
   -17.28493     0.00000
   -17.27393     0.00000
   -17.26293     0.00000
   -17.25093     0.00000
   -17.23993     0.00000
   -17.22893     0.00000
   -17.21793     0.00000
   -17.20693     0.00000
   -17.19593     0.00000
   -17.18493     0.00000
   -17.17293     0.00000
   -17.16193     0.00000
   -17.15093     0.00000
   -17.13993     0.00000
   -17.12893     0.00000
   -17.11793     0.00000
   -17.10593     0.00000
   -17.09493     0.00000
   -17.08393     0.00000
   -17.07293     0.00000
   -17.06193     0.00000
   -17.05093     0.00000
   -17.03993     0.00000
   -17.02793     0.00000
   -17.01693     0.00000
   -17.00593     0.00000
   -16.99493     0.00000
   -16.98393     0.00000
   -16.97293     0.00000
   -16.96093     0.00000
   -16.94993     0.00000
   -16.93893     0.00000
   -16.92793     0.00000
   -16.91693     0.00000
   -16.90593     0.00000
   -16.89393     0.00000
   -16.88293     0.00000
   -16.87193     0.00000
   -16.86093     0.00000
   -16.84993     0.00000
   -16.83893     0.00000
   -16.82793     0.00000
   -16.81593     0.00000
   -16.80493     0.00000
   -16.79393     0.00000
   -16.78293     0.00000
   -16.77193     0.00000
   -16.76093     0.00000
   -16.74893     0.00000
   -16.73793     0.00000
   -16.72693     0.00000
   -16.71593     0.00000
   -16.70493     0.00000
   -16.69393     0.00000
   -16.68293     0.00000
   -16.67093     0.00000
   -16.65993     0.00000
   -16.64893     0.00000
   -16.63793     0.00000
   -16.62693     0.00000
   -16.61593     0.00000
   -16.60393     0.00000
   -16.59293     0.00000
   -16.58193     0.00000
   -16.57093     0.00000
   -16.55993     0.00000
   -16.54893     0.00000
   -16.53693     0.00000
   -16.52593     0.00000
   -16.51493     0.00000
   -16.50393     0.00000
   -16.49293     0.00000
   -16.48193     0.00000
   -16.47093     0.00000
   -16.45893     0.00000
   -16.44793     0.00000
   -16.43693     0.00000
   -16.42593     0.00000
   -16.41493     0.00000
   -16.40393     0.00000
   -16.39193     0.00000
   -16.38093     0.00000
   -16.36993     0.00000
   -16.35893     0.00000
   -16.34793     0.00000
   -16.33693     0.00000
   -16.32593     0.00000
   -16.31393     0.00000
   -16.30293     0.00000
   -16.29193     0.00000
   -16.28093     0.00000
   -16.26993     0.00000
   -16.25893     0.00000
   -16.24693     0.00000
   -16.23593     0.00000
   -16.22493     0.00000
   -16.21393     0.00000
   -16.20293     0.00000
   -16.19193     0.00000
   -16.18093     0.00000
   -16.16893     0.00000
   -16.15793     0.00000
   -16.14693     0.00000
   -16.13593     0.00000
   -16.12493     0.00000
   -16.11393     0.00000
   -16.10193     0.00000
   -16.09093     0.00000
   -16.07993     0.00000
   -16.06893     0.00000
   -16.05793     0.00000
   -16.04693     0.00000
   -16.03493     0.00000
   -16.02393     0.00000
   -16.01293     0.00000
   -16.00193     0.00000
   -15.99093     0.00000
   -15.97993     0.00000
   -15.96893     0.00000
   -15.95693     0.00000
   -15.94593     0.00000
   -15.93493     0.00000
   -15.92393     0.00000
   -15.91293     0.00000
   -15.90193     0.00000
   -15.88993     0.00000
   -15.87893     0.00000
   -15.86793     0.00000
   -15.85693     0.00000
   -15.84593     0.00000
   -15.83493     0.00000
   -15.82393     0.00000
   -15.81193     0.00000
   -15.80093     0.00000
   -15.78993     0.00000
   -15.77893     0.00000
   -15.76793     0.00000
   -15.75693     0.00000
   -15.74493     0.00000
   -15.73393     0.00000
   -15.72293     0.00000
   -15.71193     0.00000
   -15.70093     0.00000
   -15.68993     0.00000
   -15.67793     0.00000
   -15.66693     0.00000
   -15.65593     0.00000
   -15.64493     0.00000
   -15.63393     0.00000
   -15.62293     0.00000
   -15.61193     0.00000
   -15.59993     0.00000
   -15.58893     0.00000
   -15.57793     0.00000
   -15.56693     0.00000
   -15.55593     0.00000
   -15.54493     0.00000
   -15.53293     0.00000
   -15.52193     0.00000
   -15.51093     0.00000
   -15.49993     0.00000
   -15.48893     0.00000
   -15.47793     0.00000
   -15.46693     0.00000
   -15.45493     0.00000
   -15.44393     0.00000
   -15.43293     0.00000
   -15.42193     0.00000
   -15.41093     0.00000
   -15.39993     0.00000
   -15.38793     0.00000
   -15.37693     0.00000
   -15.36593     0.00000
   -15.35493     0.00000
   -15.34393     0.00000
   -15.33293     0.00000
   -15.32193     0.00000
   -15.30993     0.00000
   -15.29893     0.00000
   -15.28793     0.00000
   -15.27693     0.00000
   -15.26593     0.00000
   -15.25493     0.00000
   -15.24293     0.00000
   -15.23193     0.00000
   -15.22093     0.00000
   -15.20993     0.00000
   -15.19893     0.00000
   -15.18793     0.00000
   -15.17593     0.00000
   -15.16493     0.00000
   -15.15393     0.00000
   -15.14293     0.00000
   -15.13193     0.00000
   -15.12093     0.00000
   -15.10993     0.00000
   -15.09793     0.00000
   -15.08693     0.00000
   -15.07593     0.00000
   -15.06493     0.00000
   -15.05393     0.00000
   -15.04293     0.00000
   -15.03093     0.00000
   -15.01993     0.00000
   -15.00893     0.00000
   -14.99793     0.00000
   -14.98693     0.00000
   -14.97593     0.00000
   -14.96493     0.00000
   -14.95293     0.00000
   -14.94193     0.00000
   -14.93093     0.00000
   -14.91993     0.00000
   -14.90893     0.00000
   -14.89793     0.00000
   -14.88593     0.00000
   -14.87493     0.00000
   -14.86393     0.00000
   -14.85293     0.00000
   -14.84193     0.00000
   -14.83093     0.00000
   -14.81893     0.00000
   -14.80793     0.00000
   -14.79693     0.00000
   -14.78593     0.00000
   -14.77493     0.00000
   -14.76393     0.00000
   -14.75293     0.00000
   -14.74093     0.00000
   -14.72993     0.00000
   -14.71893     0.00000
   -14.70793     0.00000
   -14.69693     0.00000
   -14.68593     0.00000
   -14.67393     0.00000
   -14.66293     0.00000
   -14.65193     0.00000
   -14.64093     0.00000
   -14.62993     0.00000
   -14.61893     0.00000
   -14.60793     0.00000
   -14.59593     0.00000
   -14.58493     0.00000
   -14.57393     0.00000
   -14.56293     0.00000
   -14.55193     0.00000
   -14.54093     0.00000
   -14.52893     0.00000
   -14.51793     0.00000
   -14.50693     0.00000
   -14.49593     0.00000
   -14.48493     0.00000
   -14.47393     0.00000
   -14.46293     0.00000
   -14.45093     0.00000
   -14.43993     0.00000
   -14.42893     0.00000
   -14.41793     0.00000
   -14.40693     0.00000
   -14.39593     0.00000
   -14.38393     0.00000
   -14.37293     0.00000
   -14.36193     0.00000
   -14.35093     0.00000
   -14.33993     0.00000
   -14.32893     0.00000
   -14.31693     0.00000
   -14.30593     0.00000
   -14.29493     0.00000
   -14.28393     0.00000
   -14.27293     0.00000
   -14.26193     0.00000
   -14.25093     0.00000
   -14.23893     0.00000
   -14.22793     0.00000
   -14.21693     0.00000
   -14.20593     0.00000
   -14.19493     0.00000
   -14.18393     0.00000
   -14.17193     0.00000
   -14.16093     0.00000
   -14.14993     0.00000
   -14.13893     0.00000
   -14.12793     0.00000
   -14.11693     0.00000
   -14.10593     0.00000
   -14.09393     0.00000
   -14.08293     0.00000
   -14.07193     0.00000
   -14.06093     0.00000
   -14.04993     0.00000
   -14.03893     0.00000
   -14.02693     0.00000
   -14.01593     0.00000
   -14.00493     0.00000
   -13.99393     0.00000
   -13.98293     0.00000
   -13.97193     0.00000
   -13.95993     0.00000
   -13.94893     0.00000
   -13.93793     0.00000
   -13.92693     0.00000
   -13.91593     0.00000
   -13.90493     0.00000
   -13.89393     0.00000
   -13.88193     0.00000
   -13.87093     0.00000
   -13.85993     0.00000
   -13.84893     0.00000
   -13.83793     0.00000
   -13.82693     0.00000
   -13.81493     0.00000
   -13.80393     0.00000
   -13.79293     0.00000
   -13.78193     0.00000
   -13.77093     0.00000
   -13.75993     0.00000
   -13.74893     0.00000
   -13.73693     0.00000
   -13.72593     0.00000
   -13.71493     0.00000
   -13.70393     0.00000
   -13.69293     0.00000
   -13.68193     0.00000
   -13.66993     0.00000
   -13.65893     0.00000
   -13.64793     0.00000
   -13.63693     0.00000
   -13.62593     0.00000
   -13.61493     0.00000
   -13.60293     0.00000
   -13.59193     0.00000
   -13.58093     0.00000
   -13.56993     0.00000
   -13.55893     0.00000
   -13.54793     0.00000
   -13.53693     0.00000
   -13.52493     0.00000
   -13.51393     0.00000
   -13.50293     0.00000
   -13.49193     0.00000
   -13.48093     0.00000
   -13.46993     0.00000
   -13.45793     0.00000
   -13.44693     0.00000
   -13.43593     0.00000
   -13.42493     0.00000
   -13.41393     0.00000
   -13.40293     0.00000
   -13.39193     0.00000
   -13.37993     0.00000
   -13.36893     0.00000
   -13.35793     0.00000
   -13.34693     0.00000
   -13.33593     0.00000
   -13.32493     0.00000
   -13.31293     0.00000
   -13.30193     0.00000
   -13.29093     0.00000
   -13.27993     0.00000
   -13.26893     0.00000
   -13.25793     0.00000
   -13.24693     0.00000
   -13.23493     0.00000
   -13.22393     0.00000
   -13.21293     0.00000
   -13.20193     0.00000
   -13.19093     0.00000
   -13.17993     0.00000
   -13.16793     0.00000
   -13.15693     0.00000
   -13.14593     0.00000
   -13.13493     0.00000
   -13.12393     0.00000
