#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -24.7683  -24.7683  -24.7683  -24.7357  -24.7357  -24.5217  -24.5217  -24.5217  -24.5098  -24.5098  -12.8280   -0.0440   -0.0440   -0.0440    0.0114    2.4658    2.4658    2.4658
  0.0585  -24.7691  -24.7687  -24.7687  -24.7352  -24.7342  -24.5251  -24.5212  -24.5212  -24.5102  -24.5073  -12.8166   -0.5249   -0.1024   -0.1024    0.4885    2.4277    2.5386    2.5386
  0.1169  -24.7711  -24.7695  -24.7695  -24.7340  -24.7301  -24.5320  -24.5200  -24.5200  -24.5113  -24.5030  -12.7827   -1.0330   -0.2598   -0.2598    0.9833    2.3209    2.7392    2.7392
  0.1754  -24.7734  -24.7708  -24.7708  -24.7320  -24.7242  -24.5403  -24.5180  -24.5180  -24.5132  -24.4991  -12.7260   -1.5402   -0.4803   -0.4803    1.4616    2.1632    3.0313    3.0313
  0.2338  -24.7756  -24.7726  -24.7725  -24.7292  -24.7170  -24.5495  -24.5157  -24.5153  -24.5153  -24.4960  -12.6469   -2.0449   -0.7330   -0.7330    1.9101    1.9744    3.3837    3.3837
  0.2923  -24.7773  -24.7748  -24.7748  -24.7257  -24.7088  -24.5594  -24.5190  -24.5121  -24.5121  -24.4937  -12.5453   -2.5464   -0.9977   -0.9977    1.7712    2.3079    3.7756    3.7756
  0.3507  -24.7785  -24.7772  -24.7772  -24.7214  -24.6999  -24.5699  -24.5229  -24.5084  -24.5084  -24.4925  -12.4215   -3.0442   -1.2623   -1.2623    1.5661    2.6231    4.1942    4.1942
  0.4092  -24.7799  -24.7799  -24.7789  -24.7165  -24.6905  -24.5809  -24.5275  -24.5043  -24.5043  -24.4924  -12.2755   -3.5379   -1.5192   -1.5192    1.3677    2.8165    4.6314    4.6314
  0.4676  -24.7827  -24.7827  -24.7785  -24.7109  -24.6805  -24.5923  -24.5327  -24.4999  -24.4999  -24.4933  -12.1077   -4.0271   -1.7639   -1.7639    1.1821    2.8611    5.0818    5.0818
  0.5261  -24.7855  -24.7855  -24.7773  -24.7046  -24.6701  -24.6041  -24.5385  -24.4953  -24.4953  -24.4951  -11.9183   -4.5116   -1.9931   -1.9931    1.0135    2.7665    5.5414    5.5414
  0.5845  -24.7883  -24.7883  -24.7752  -24.6978  -24.6594  -24.6160  -24.5448  -24.4980  -24.4908  -24.4908  -11.7076   -4.9907   -2.2046   -2.2046    0.8648    2.5739    6.0074    6.0074
  0.6430  -24.7911  -24.7911  -24.7722  -24.6904  -24.6485  -24.6281  -24.5517  -24.5018  -24.4865  -24.4865  -11.4759   -5.4640   -2.3969   -2.3969    0.7384    2.3287    6.4771    6.4771
  0.7014  -24.7935  -24.7935  -24.7684  -24.6827  -24.6402  -24.6373  -24.5592  -24.5065  -24.4823  -24.4823  -11.2237   -5.9307   -2.5687   -2.5687    0.6358    2.0639    6.9480    6.9480
  0.7599  -24.7958  -24.7958  -24.7637  -24.6745  -24.6523  -24.6262  -24.5670  -24.5121  -24.4785  -24.4785  -10.9515   -6.3899   -2.7191   -2.7191    0.5584    1.8003    7.4168    7.4168
